sort_cmf,sort_orig,ecoregion,country,island group,location,pred_common,pred_scientific,category of predator,unit of category of predator,stocklong,season,source,year_orig,year,n,n_units,ff_common,ff_scientific,ff_eaten_mm,ff_eaten_yr,ff_diet_perc,ff_diet_perc_units,notes
,,North Sea,Shetland,"Sumburgh, Troswick, Eshaness and Burravoe",,Black-legged kittiwake,Rissa tridactyla,,,,,Dunnet and Heubeck 1995 Table 7,1986,1986,1269,max number of apparently occupied nests,,,,,,,
,,North Sea,Shetland,"Sumburgh, Troswick, Eshaness and Burravoe",,Black-legged kittiwake,Rissa tridactyla,,,,,Dunnet and Heubeck 1995 Table 7,1987,1987,1632,max number of apparently occupied nests,,,,,,,
,,North Sea,Shetland,"Sumburgh, Troswick, Eshaness and Burravoe",,Black-legged kittiwake,Rissa tridactyla,,,,,Dunnet and Heubeck 1995 Table 7,1988,1988,1503,max number of apparently occupied nests,,,,,,,
,,North Sea,Shetland,,,Common guillemot,Uria aalge,,,,,Dunnet and Heubeck 1995 Figure 8,1976,1976,96.58703544,index relative to 1978,,,,,,,mean colony index over all colonies
,,North Sea,Shetland,,,Common guillemot,Uria aalge,,,,,Dunnet and Heubeck 1995 Figure 8,1977,1977,97.59782666,index relative to 1978,,,,,,,mean colony index over all colonies
,,North Sea,Shetland,,,Common guillemot,Uria aalge,,,,,Dunnet and Heubeck 1995 Figure 8,1978,1978,100,index relative to 1978,,,,,,,mean colony index over all colonies
,,North Sea,Shetland,,,Common guillemot,Uria aalge,,,,,Dunnet and Heubeck 1995 Figure 8,1979,1979,99.79596594,index relative to 1978,,,,,,,mean colony index over all colonies
,,North Sea,Shetland,,,Common guillemot,Uria aalge,,,,,Dunnet and Heubeck 1995 Figure 8,1980,1980,99.93801827,index relative to 1978,,,,,,,mean colony index over all colonies
,,North Sea,Shetland,,,Common guillemot,Uria aalge,,,,,Dunnet and Heubeck 1995 Figure 8,1981,1981,107.3788661,index relative to 1978,,,,,,,mean colony index over all colonies
,,North Sea,Shetland,,,Common guillemot,Uria aalge,,,,,Dunnet and Heubeck 1995 Figure 8,1982,1982,107.0003759,index relative to 1978,,,,,,,mean colony index over all colonies
,,North Sea,Shetland,,,Common guillemot,Uria aalge,,,,,Dunnet and Heubeck 1995 Figure 8,1983,1983,103.4951452,index relative to 1978,,,,,,,mean colony index over all colonies
,,North Sea,Shetland,,,Common guillemot,Uria aalge,,,,,Dunnet and Heubeck 1995 Figure 8,1984,1984,98.25313385,index relative to 1978,,,,,,,mean colony index over all colonies
,,North Sea,Shetland,,,Common guillemot,Uria aalge,,,,,Dunnet and Heubeck 1995 Figure 8,1985,1985,84.67054496,index relative to 1978,,,,,,,mean colony index over all colonies
,,North Sea,Shetland,,,Common guillemot,Uria aalge,,,,,Dunnet and Heubeck 1995 Figure 8,1986,1986,78.03784864,index relative to 1978,,,,,,,mean colony index over all colonies
,,North Sea,Shetland,,,Common guillemot,Uria aalge,,,,,Dunnet and Heubeck 1995 Figure 8,1987,1987,76.7913307,index relative to 1978,,,,,,,mean colony index over all colonies
,,North Sea,Shetland,,,Common guillemot,Uria aalge,,,,,Dunnet and Heubeck 1995 Figure 8,1988,1988,72.7641437,index relative to 1978,,,,,,,mean colony index over all colonies
,,North Sea,Shetland,,,Common guillemot,Uria aalge,,,,,Dunnet and Heubeck 1995 Figure 8,1989,1989,65.26271406,index relative to 1978,,,,,,,mean colony index over all colonies
,,North Sea,Shetland,,,Common guillemot,Uria aalge,,,,,Dunnet and Heubeck 1995 Figure 8,1990,1990,49.94194557,index relative to 1978,,,,,,,mean colony index over all colonies
,,North Sea,Shetland,,,Common guillemot,Uria aalge,,,,,Dunnet and Heubeck 1995 Figure 8,1991,1991,63.29021135,index relative to 1978,,,,,,,mean colony index over all colonies
,,North Sea,Shetland,,,Common guillemot,Uria aalge,,,,,Dunnet and Heubeck 1995 Figure 8,1992,1992,77.8540042,index relative to 1978,,,,,,,mean colony index over all colonies
,,North Sea,Shetland,,,Common guillemot,Uria aalge,,,,,Dunnet and Heubeck 1995 Figure 8,1993,1993,76.43232836,index relative to 1978,,,,,,,mean colony index over all colonies
,,North Sea,Shetland,Sumburgh,,European shag,Phalacrocorax aristotelis,,,,,Dunnet and Heubeck 1995 Table 4,1978,1978,313,max number of nests,,,,,,,
,,North Sea,Shetland,Sumburgh,,European shag,Phalacrocorax aristotelis,,,,,Dunnet and Heubeck 1995 Table 4,1979,1979,300,max number of nests,,,,,,,
,,North Sea,Shetland,Sumburgh,,European shag,Phalacrocorax aristotelis,,,,,Dunnet and Heubeck 1995 Table 4,1980,1980,340,max number of nests,,,,,,,
,,North Sea,Shetland,Sumburgh,,European shag,Phalacrocorax aristotelis,,,,,Dunnet and Heubeck 1995 Table 4,1981,1981,312,max number of nests,,,,,,,
,,North Sea,Shetland,Sumburgh,,European shag,Phalacrocorax aristotelis,,,,,Dunnet and Heubeck 1995 Table 4,1982,1982,288,max number of nests,,,,,,,
,,North Sea,Shetland,Sumburgh,,European shag,Phalacrocorax aristotelis,,,,,Dunnet and Heubeck 1995 Table 4,1983,1983,277,max number of nests,,,,,,,
,,North Sea,Shetland,Sumburgh,,European shag,Phalacrocorax aristotelis,,,,,Dunnet and Heubeck 1995 Table 4,1984,1984,271,max number of nests,,,,,,,
,,North Sea,Shetland,Sumburgh,,European shag,Phalacrocorax aristotelis,,,,,Dunnet and Heubeck 1995 Table 4,1985,1985,290,max number of nests,,,,,,,
,,North Sea,Shetland,Sumburgh,,European shag,Phalacrocorax aristotelis,,,,,Dunnet and Heubeck 1995 Table 4,1986,1986,255,max number of nests,,,,,,,
,,North Sea,Shetland,Sumburgh,,European shag,Phalacrocorax aristotelis,,,,,Dunnet and Heubeck 1995 Table 4,1987,1987,277,max number of nests,,,,,,,
,,North Sea,Shetland,Troswick,,European shag,Phalacrocorax aristotelis,,,,,Dunnet and Heubeck 1995 Table 4,1977,1977,12,max number of nests,,,,,,,
,,North Sea,Shetland,Troswick,,European shag,Phalacrocorax aristotelis,,,,,Dunnet and Heubeck 1995 Table 4,1978,1978,13,max number of nests,,,,,,,
,,North Sea,Shetland,Troswick,,European shag,Phalacrocorax aristotelis,,,,,Dunnet and Heubeck 1995 Table 4,1979,1979,10,max number of nests,,,,,,,
,,North Sea,Shetland,Troswick,,European shag,Phalacrocorax aristotelis,,,,,Dunnet and Heubeck 1995 Table 4,1980,1980,10,max number of nests,,,,,,,
,,North Sea,Shetland,Troswick,,European shag,Phalacrocorax aristotelis,,,,,Dunnet and Heubeck 1995 Table 4,1981,1981,12,max number of nests,,,,,,,
,,North Sea,Shetland,Troswick,,European shag,Phalacrocorax aristotelis,,,,,Dunnet and Heubeck 1995 Table 4,1982,1982,14,max number of nests,,,,,,,
,,North Sea,Shetland,Troswick,,European shag,Phalacrocorax aristotelis,,,,,Dunnet and Heubeck 1995 Table 4,1983,1983,14,max number of nests,,,,,,,
,,North Sea,Shetland,Troswick,,European shag,Phalacrocorax aristotelis,,,,,Dunnet and Heubeck 1995 Table 4,1984,1984,15,max number of nests,,,,,,,
,,North Sea,Shetland,Troswick,,European shag,Phalacrocorax aristotelis,,,,,Dunnet and Heubeck 1995 Table 4,1985,1985,13,max number of nests,,,,,,,
,,North Sea,Shetland,Troswick,,European shag,Phalacrocorax aristotelis,,,,,Dunnet and Heubeck 1995 Table 4,1986,1986,10,max number of nests,,,,,,,
,,North Sea,Shetland,Troswick,,European shag,Phalacrocorax aristotelis,,,,,Dunnet and Heubeck 1995 Table 4,1987,1987,12,max number of nests,,,,,,,
,,Norway,Hernyken,,,Atlantic puffin,Fratercula arctica,,,,,Anker-Nilssen and Aarvak 2006 Tabell 3.1,1983,1983,79680,apparently occupied burrows,,,,,,,
,,Norway,Hernyken,,,Atlantic puffin,Fratercula arctica,,,,,Anker-Nilssen and Aarvak 2006 Tabell 3.1,1984,1984,68920,apparently occupied burrows,,,,,,,
,,Norway,Hernyken,,,Atlantic puffin,Fratercula arctica,,,,,Anker-Nilssen and Aarvak 2006 Tabell 3.1,1985,1985,60560,apparently occupied burrows,,,,,,,
,,Norway,Hernyken,,,Atlantic puffin,Fratercula arctica,,,,,Anker-Nilssen and Aarvak 2006 Tabell 3.1,1986,1986,53640,apparently occupied burrows,,,,,,,
,,Norway,Hernyken,,,Atlantic puffin,Fratercula arctica,,,,,Anker-Nilssen and Aarvak 2006 Tabell 3.1,1987,1987,44240,apparently occupied burrows,,,,,,,
,,Norway,Hernyken,,,Atlantic puffin,Fratercula arctica,,,,,Anker-Nilssen and Aarvak 2006 Tabell 3.1,1988,1988,43160,apparently occupied burrows,,,,,,,
,,Norway,Hernyken,,,Atlantic puffin,Fratercula arctica,,,,,Anker-Nilssen and Aarvak 2006 Tabell 3.1,1989,1989,45760,apparently occupied burrows,,,,,,,
,,Norway,Hernyken,,,Atlantic puffin,Fratercula arctica,,,,,Anker-Nilssen and Aarvak 2006 Tabell 3.1,1990,1990,55040,apparently occupied burrows,,,,,,,
,,Norway,Hernyken,,,Atlantic puffin,Fratercula arctica,,,,,Anker-Nilssen and Aarvak 2006 Tabell 3.1,1991,1991,50120,apparently occupied burrows,,,,,,,
,,Norway,Hernyken,,,Atlantic puffin,Fratercula arctica,,,,,Anker-Nilssen and Aarvak 2006 Tabell 3.1,1992,1992,52360,apparently occupied burrows,,,,,,,
,,Norway,Hernyken,,,Atlantic puffin,Fratercula arctica,,,,,Anker-Nilssen and Aarvak 2006 Tabell 3.1,1993,1993,45760,apparently occupied burrows,,,,,,,
,,Norway,Hernyken,,,Atlantic puffin,Fratercula arctica,,,,,Anker-Nilssen and Aarvak 2006 Tabell 3.1,1994,1994,46560,apparently occupied burrows,,,,,,,
,,Norway,Hernyken,,,Atlantic puffin,Fratercula arctica,,,,,Anker-Nilssen and Aarvak 2006 Tabell 3.1,1995,1995,46680,apparently occupied burrows,,,,,,,
,,Norway,Hernyken,,,Atlantic puffin,Fratercula arctica,,,,,Anker-Nilssen and Aarvak 2006 Tabell 3.1,1996,1996,41840,apparently occupied burrows,,,,,,,
,,Norway,Hernyken,,,Atlantic puffin,Fratercula arctica,,,,,Anker-Nilssen and Aarvak 2006 Tabell 3.1,1997,1997,52480,apparently occupied burrows,,,,,,,
,,Norway,Hernyken,,,Atlantic puffin,Fratercula arctica,,,,,Anker-Nilssen and Aarvak 2006 Tabell 3.1,1998,1998,43040,apparently occupied burrows,,,,,,,
,,Norway,Hernyken,,,Atlantic puffin,Fratercula arctica,,,,,Anker-Nilssen and Aarvak 2006 Tabell 3.1,1999,1999,41880,apparently occupied burrows,,,,,,,
,,Norway,Hernyken,,,Atlantic puffin,Fratercula arctica,,,,,Anker-Nilssen and Aarvak 2006 Tabell 3.1,2000,2000,41520,apparently occupied burrows,,,,,,,
,,Norway,Hernyken,,,Atlantic puffin,Fratercula arctica,,,,,Anker-Nilssen and Aarvak 2006 Tabell 3.1,2001,2001,37520,apparently occupied burrows,,,,,,,
,,Norway,Hernyken,,,Atlantic puffin,Fratercula arctica,,,,,Anker-Nilssen and Aarvak 2006 Tabell 3.1,2002,2002,31880,apparently occupied burrows,,,,,,,
,,Norway,Hernyken,,,Atlantic puffin,Fratercula arctica,,,,,Anker-Nilssen and Aarvak 2006 Tabell 3.1,2003,2003,33840,apparently occupied burrows,,,,,,,
,,Norway,Hernyken,,,Atlantic puffin,Fratercula arctica,,,,,Anker-Nilssen and Aarvak 2006 Tabell 3.1,2004,2004,35600,apparently occupied burrows,,,,,,,
,,Norway,Hernyken,,,Atlantic puffin,Fratercula arctica,,,,,Anker-Nilssen and Aarvak 2006 Tabell 3.1,2005,2005,36080,apparently occupied burrows,,,,,,,
,,Norway,Vedoy,,,Black-legged kittiwake,Rissa tridactyla,,,,,Anker-Nilssen and Aarvak 2006,1979,1979,24937.785,occupied nests,,,,,,,
,,Norway,Vedoy,,,Black-legged kittiwake,Rissa tridactyla,,,,,Anker-Nilssen and Aarvak 2006,1980,1980,24079.082,occupied nests,,,,,,,
,,Norway,Vedoy,,,Black-legged kittiwake,Rissa tridactyla,,,,,Anker-Nilssen and Aarvak 2006,1981,1981,20363.6,occupied nests,,,,,,,
,,Norway,Vedoy,,,Black-legged kittiwake,Rissa tridactyla,,,,,Anker-Nilssen and Aarvak 2006,1982,1982,19341.646,occupied nests,,,,,,,
,,Norway,Vedoy,,,Black-legged kittiwake,Rissa tridactyla,,,,,Anker-Nilssen and Aarvak 2006,1983,1983,16728.152,occupied nests,,,,,,,
,,Norway,Vedoy,,,Black-legged kittiwake,Rissa tridactyla,,,,,Anker-Nilssen and Aarvak 2006,1984,1984,15787.824,occupied nests,,,,,,,
,,Norway,Vedoy,,,Black-legged kittiwake,Rissa tridactyla,,,,,Anker-Nilssen and Aarvak 2006,1988,1988,17250.445,occupied nests,,,,,,,
,,Norway,Vedoy,,,Black-legged kittiwake,Rissa tridactyla,,,,,Anker-Nilssen and Aarvak 2006,1989,1989,17575.225,occupied nests,,,,,,,
,,Norway,Vedoy,,,Black-legged kittiwake,Rissa tridactyla,,,,,Anker-Nilssen and Aarvak 2006,1990,1990,19042.932,occupied nests,,,,,,,
,,Norway,Vedoy,,,Black-legged kittiwake,Rissa tridactyla,,,,,Anker-Nilssen and Aarvak 2006,1991,1991,17000.678,occupied nests,,,,,,,
,,Norway,Vedoy,,,Black-legged kittiwake,Rissa tridactyla,,,,,Anker-Nilssen and Aarvak 2006,1992,1992,16754.025,occupied nests,,,,,,,
,,Norway,Vedoy,,,Black-legged kittiwake,Rissa tridactyla,,,,,Anker-Nilssen and Aarvak 2006,1993,1993,19772.588,occupied nests,,,,,,,
,,Norway,Vedoy,,,Black-legged kittiwake,Rissa tridactyla,,,,,Anker-Nilssen and Aarvak 2006,1994,1994,18383.328,occupied nests,,,,,,,
,,Norway,Vedoy,,,Black-legged kittiwake,Rissa tridactyla,,,,,Anker-Nilssen and Aarvak 2006,1995,1995,15035.154,occupied nests,,,,,,,
,,Norway,Vedoy,,,Black-legged kittiwake,Rissa tridactyla,,,,,Anker-Nilssen and Aarvak 2006,1996,1996,14951.813,occupied nests,,,,,,,
,,Norway,Vedoy,,,Black-legged kittiwake,Rissa tridactyla,,,,,Anker-Nilssen and Aarvak 2006,1997,1997,15072.66,occupied nests,,,,,,,
,,Norway,Vedoy,,,Black-legged kittiwake,Rissa tridactyla,,,,,Anker-Nilssen and Aarvak 2006,1998,1998,13928.208,occupied nests,,,,,,,
,,Norway,Vedoy,,,Black-legged kittiwake,Rissa tridactyla,,,,,Anker-Nilssen and Aarvak 2006,1999,1999,16497.775,occupied nests,,,,,,,
,,Norway,Vedoy,,,Black-legged kittiwake,Rissa tridactyla,,,,,Anker-Nilssen and Aarvak 2006,2000,2000,15639.134,occupied nests,,,,,,,
,,Norway,Vedoy,,,Black-legged kittiwake,Rissa tridactyla,,,,,Anker-Nilssen and Aarvak 2006,2001,2001,14086.625,occupied nests,,,,,,,
,,Norway,Vedoy,,,Black-legged kittiwake,Rissa tridactyla,,,,,Anker-Nilssen and Aarvak 2006,2002,2002,12942.363,occupied nests,,,,,,,
,,Norway,Vedoy,,,Black-legged kittiwake,Rissa tridactyla,,,,,Anker-Nilssen and Aarvak 2006,2003,2003,12654.963,occupied nests,,,,,,,
,,Norway,Vedoy,,,Black-legged kittiwake,Rissa tridactyla,,,,,Anker-Nilssen and Aarvak 2006,2004,2004,11347.198,occupied nests,,,,,,,
,,Norway,Vedoy,,,Black-legged kittiwake,Rissa tridactyla,,,,,Anker-Nilssen and Aarvak 2006,2005,2005,12284.413,occupied nests,,,,,,,
,,Humboldt,Peru,6¡-14¡ S,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 3,1953,1953,13821666.67,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 3,1954,1954,21275000,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 3,1955,1955,20806666.67,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 3,1956,1956,17780833.33,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 3,1957,1957,9131666.667,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 3,1958,1958,6332500,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 3,1959,1959,11223333.33,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 3,1960,1960,10960833.33,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 3,1961,1961,13506666.67,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 3,1962,1962,13043333.33,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 3,1963,1963,10850000,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 3,1964,1964,13270833.33,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 3,1965,1965,3858333.333,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 3,1966,1966,2273333.333,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 3,1967,1967,2815833.333,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 3,1968,1968,2983333.333,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 3,1969,1969,1906666.667,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 3,1970,1970,2085833.333,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 3,1971,1971,3015833.333,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 3,1972,1972,1084166.667,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 3,1973,1973,703333.3333,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 3,1974,1974,755833.3333,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 3,1975,1975,1033333.333,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 3,1976,1976,887500,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 3,1977,1977,1134166.667,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 3,1978,1978,1109166.667,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 3,1979,1979,1765833.333,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 3,1980,1980,2083333.333,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 3,1981,1981,2776666.667,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 3,1982,1982,3135833.333,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian booby,Sula variegate,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4,1953,1953,1991666.667,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian booby,Sula variegate,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4,1954,1954,2399166.667,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian booby,Sula variegate,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4,1955,1955,2711666.667,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian booby,Sula variegate,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4,1956,1956,2725000,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian booby,Sula variegate,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4,1957,1957,1320000,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian booby,Sula variegate,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4,1958,1958,1176666.667,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian booby,Sula variegate,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4,1959,1959,1455000,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian booby,Sula variegate,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4,1960,1960,1804166.667,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian booby,Sula variegate,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4,1961,1961,1796666.667,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian booby,Sula variegate,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4,1962,1962,1993333.333,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian booby,Sula variegate,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4,1963,1963,1697500,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian booby,Sula variegate,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4,1964,1964,1883333.333,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian booby,Sula variegate,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4,1965,1965,1146666.667,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian booby,Sula variegate,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4,1966,1966,1137500,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian booby,Sula variegate,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4,1967,1967,1037500,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian booby,Sula variegate,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4,1968,1968,1157500,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian booby,Sula variegate,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4,1969,1969,1298333.333,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian booby,Sula variegate,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4,1970,1970,1296666.667,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian booby,Sula variegate,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4,1971,1971,1497500,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian booby,Sula variegate,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4,1972,1972,762500,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian booby,Sula variegate,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4,1973,1973,904166.6667,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian booby,Sula variegate,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4,1974,1974,1324166.667,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian booby,Sula variegate,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4,1975,1975,1354166.667,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian booby,Sula variegate,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4,1976,1976,1338333.333,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian booby,Sula variegate,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4,1977,1977,1533333.333,population of adults,,,,,,,average of monthly counts
