sort_cmf,sort_orig,ecoregion,country,island group,location,pred_common,pred_scientific,category of predator,unit of category of predator,stocklong,season,source,year_orig,year,n,n_units,ff_common,ff_scientific,ff_eaten_mm,ff_eaten_yr,ff_diet_perc,ff_diet_perc_units,notes
,,Humboldt,Peru,6¡-14¡ S,,Peruvian booby,Sula variegate,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4,1978,1978,2325833.333,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian booby,Sula variegate,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4,1979,1979,1800833.333,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian booby,Sula variegate,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4,1980,1980,1706666.667,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian booby,Sula variegate,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4,1981,1981,1959166.667,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian booby,Sula variegate,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4,1982,1982,1825000,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian pelican,Pelecanus thagus,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5,1953,1953,1991666.667,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian pelican,Pelecanus thagus,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5,1954,1954,2399166.667,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian pelican,Pelecanus thagus,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5,1955,1955,2711666.667,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian pelican,Pelecanus thagus,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5,1956,1956,2725000,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian pelican,Pelecanus thagus,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5,1957,1957,1320000,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian pelican,Pelecanus thagus,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5,1958,1958,1176666.667,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian pelican,Pelecanus thagus,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5,1959,1959,1455000,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian pelican,Pelecanus thagus,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5,1960,1960,1804166.667,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian pelican,Pelecanus thagus,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5,1961,1961,1796666.667,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian pelican,Pelecanus thagus,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5,1962,1962,1993333.333,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian pelican,Pelecanus thagus,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5,1963,1963,1697500,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian pelican,Pelecanus thagus,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5,1964,1964,1883333.333,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian pelican,Pelecanus thagus,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5,1965,1965,1146666.667,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian pelican,Pelecanus thagus,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5,1966,1966,1137500,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian pelican,Pelecanus thagus,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5,1967,1967,1037500,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian pelican,Pelecanus thagus,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5,1968,1968,1157500,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian pelican,Pelecanus thagus,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5,1969,1969,1298333.333,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian pelican,Pelecanus thagus,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5,1970,1970,1296666.667,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian pelican,Pelecanus thagus,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5,1971,1971,1497500,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian pelican,Pelecanus thagus,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5,1972,1972,762500,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian pelican,Pelecanus thagus,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5,1973,1973,904166.6667,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian pelican,Pelecanus thagus,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5,1974,1974,1324166.667,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian pelican,Pelecanus thagus,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5,1975,1975,1354166.667,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian pelican,Pelecanus thagus,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5,1976,1976,1338333.333,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian pelican,Pelecanus thagus,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5,1977,1977,1533333.333,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian pelican,Pelecanus thagus,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5,1978,1978,2325833.333,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian pelican,Pelecanus thagus,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5,1979,1979,1800833.333,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian pelican,Pelecanus thagus,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5,1980,1980,1706666.667,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian pelican,Pelecanus thagus,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5,1981,1981,1959166.667,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,6¡-14¡ S,,Peruvian pelican,Pelecanus thagus,,,,,Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 5,1982,1982,1825000,population of adults,,,,,,,average of monthly counts
,,Humboldt,Peru,Grupo Pescadores,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Table A.5.1 in Boyd 2012 ,2008,2008,190000,number of breeders,,,,,,,
,,Humboldt,Peru,Grupo Pescadores,,Peruvian booby,Sula variegate,,,,,Table A.5.1 in Boyd 2012 ,2008,2008,15000,number of breeders,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1953,1953,13966078,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1954,1954,21395256,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1955,1955,20983856,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1956,1956,18000080,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1957,1957,9340691,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1958,1958,7173264.5,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1959,1959,11376585,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1960,1960,11046856,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1961,1961,13575937,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1962,1962,13205490,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1963,1963,11038415,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1964,1964,13403804,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1965,1965,4008914.2,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1966,1966,2413648.5,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1967,1967,2982409.2,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1968,1968,3061148.8,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1969,1969,1915303.6,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1970,1970,2198218.8,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1971,1971,3093777.8,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1972,1972,1212314.5,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1973,1973,801149.8,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1974,1974,839171.4,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1975,1975,1121969.2,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1976,1976,996767.56,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1977,1977,1238847.5,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1978,1978,1235916.8,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1979,1979,1845630,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1980,1980,2292002.8,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1981,1981,2860763.5,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1982,1982,3225700.5,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1983,1983,364546.22,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1984,1984,1300823.1,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1985,1985,2400557.8,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1986,1986,1090903.2,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1987,1987,1251313,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1988,1988,1248382.2,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1989,1989,1368074,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1990,1990,1365260.5,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1991,1991,1770680.9,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1992,1992,1359399,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1993,1993,2826532.5,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1994,1994,3069081.2,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1995,1995,2780422,individuals,,,,,,,
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke 1998 Figuera 1,1996,1996,3757534,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1953,1953,2012796.1,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1954,1954,2408870,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1955,1955,2716838.5,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1956,1956,2736063.2,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1957,1957,1345896.4,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1958,1958,1193818.1,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1959,1959,1462649,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1960,1960,1824465.1,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1961,1961,1804552.1,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1962,1962,2014627.2,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1963,1963,1701062.2,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1964,1964,1896483.6,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1965,1965,1171825.8,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1966,1966,1151912.8,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1967,1967,1048802.2,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1968,1968,1165906.1,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1969,1969,1312444.1,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1970,1970,1302304.9,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1971,1971,1517288.1,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1972,1972,773068.4,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1973,1973,909734.06,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1974,1974,1340065.8,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1975,1975,1378866.2,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1976,1976,1358953.1,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1977,1977,1544586.6,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1978,1978,2337057.5,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1979,1979,1803278.2,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1980,1980,1724623.6,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1981,1981,1978758.5,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1982,1982,1841432.5,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1983,1983,142889.7,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1984,1984,1224118.6,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1985,1985,1096524.2,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1986,1986,1291945.6,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1987,1987,1374791.8,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1988,1988,1545743.4,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1989,1989,1476862.5,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1990,1990,1031174.6,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1991,1991,1735554.2,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1992,1992,1358381.8,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1993,1993,1852320.9,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1994,1994,2101618,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1995,1995,1513991.1,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian booby,Sula variegate,,,,,Jahncke 1998 Figuera 1,1996,1996,2649025.5,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1953,1953,368424.2,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1954,1954,461044.2,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1955,1955,490070.78,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1956,1956,406522.16,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1957,1957,141953.06,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1958,1958,215025.33,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1959,1959,439782.38,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1960,1960,370929.7,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1961,1961,282501.16,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1962,1962,247920.27,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1963,1963,276904.72,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1964,1964,227613.83,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1965,1965,300686.1,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1966,1966,202469.62,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1967,1967,348965.4,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1968,1968,294752.44,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1969,1969,162320.38,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1970,1970,215802.75,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1971,1971,181207.8,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1972,1972,190672.6,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1973,1973,508429,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1974,1974,189970.11,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1975,1975,86859.664,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1976,1976,110992.3,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1977,1977,130216.914,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1978,1978,266896.66,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1979,1979,271439.38,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1980,1980,178102.83,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1981,1981,143507.89,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1982,1982,177470.6,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1983,1983,74388.26,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1984,1984,230615.77,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1985,1985,298808.12,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1986,1986,396308.06,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1987,1987,332349.34,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1988,1988,522862.7,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1989,1989,385508.56,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1990,1990,140459.11,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1991,1991,154789.77,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1992,1992,193604.28,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1993,1993,452619.1,individuals,,,,,,,
,,Humboldt,Peru,,,Peruvian pelican,Pelecanus thagus,,,,,Jahncke 1998 Figuera 1,1994,1994,447416.03,individuals,,,,,,,
